1,45
1,46
1,44
2,43
2,44
2,42
3,42
3,41
4,41
4,40
5,40
5,39
6,39
6,38
7,38
7,36
8,37
7,37
8,36
9,36
46,73
46,74
47,75
48,75
49,74
50,73
51,72
52,72
53,72
54,72
55,72
56,71
57,70
58,70
59,70
59,69
60,69
61,69
61,67
61,68
61,66
61,65
60,64
59,64
58,64
57,64
56,63
55,63
53,63
54,63
52,63
51,62
49,62
50,62
49,61
49,60
49,59
49,58
49,57
48,56
48,55
47,55
46,54
45,54
44,54
43,54
42,55
41,55
40,56
39,57
38,58
38,59
38,60
38,61
38,62
38,63
39,63
39,64
40,64
40,65
39,66
40,67
40,66
40,68
40,69
41,69
42,69
42,70
43,70
44,70
44,71
45,71
46,72
54,99
54,98
55,97
56,96
56,95
57,94
58,94
59,94
59,95
60,95
61,95
61,96
61,97
60,98
60,99
60,100
61,100
61,101
61,102
62,102
62,103
63,103
64,103
64,104
64,105
63,105
62,105
61,106
60,106
59,106
59,107
58,107
57,106
56,106
55,105
55,104
54,104
53,103
54,102
55,102
54,101
54,100
53,100
53,101
61,112
61,113
61,114
62,115
63,115
64,115
65,114
65,113
66,113
66,112
66,111
65,110
64,111
63,112
62,112
18,68
19,69
20,70
21,71
22,72
21,73
21,74
20,75
20,76
20,77
19,78
19,79
18,79
17,80
18,80
16,80
16,81
16,82
17,83
16,84
15,85
14,86
14,85
13,87
13,88
12,89
12,90
11,91
11,92
12,93
12,94
13,94
14,95
15,94
16,94
15,95
16,96
16,95
16,97
16,98
16,99
17,99
18,99
18,100
18,101
18,103
18,102
17,103
17,104
17,105
18,106
19,107
19,108
19,109
21,108
20,109
20,110
20,111
20,112
20,113
20,114
21,114
21,116
21,115
22,115
22,116
22,117
23,117
24,117
24,116
24,115
24,114
25,114
26,113
27,112
27,111
27,110
28,110
29,110
29,109
30,109
31,108
31,107
30,107
29,107
28,108
27,108
26,108
27,106
26,107
27,105
27,104
27,103
28,103
29,102
30,102
30,103
31,103
32,104
33,104
34,104
35,104
36,104
37,103
38,103
39,102
39,101
39,99
39,100
38,99
37,100
37,101
35,101
36,102
34,102
31,102
33,102
32,102
35,100
36,99
36,97
36,98
38,97
37,97
39,97
40,97
42,96
41,97
42,95
43,94
43,95
43,93
44,92
44,93
45,93
46,93
47,92
47,91
46,90
46,89
45,88
44,87
43,87
44,86
45,86
46,85
47,84
47,82
45,82
44,81
46,82
47,83
43,80
42,79
42,78
43,78
44,78
44,77
45,76
45,75
40,70
39,70
38,70
38,69
37,68
36,67
37,66
36,66
36,65
36,64
35,64
35,63
34,63
35,62
36,62
36,61
35,61
35,60
36,60
36,59
36,58
36,57
37,58
37,59
37,57
35,57
35,58
35,59
34,59
33,59
32,60
32,61
31,62
31,64
31,63
30,63
30,62
29,62
29,63
30,64
30,65
29,66
28,66
28,67
27,68
26,67
26,66
27,67
27,66
25,67
25,66
24,67
18,67
19,66
20,65
20,64
21,64
22,63
23,63
24,62
25,62
26,61
27,61
28,62
28,61
28,58
28,57
29,57
30,57
32,57
32,58
31,57
32,59
31,59
31,58
30,58
29,59
29,58
28,59
30,59
31,60
30,60
10,22
11,20
12,20
12,19
13,19
14,19
15,19
15,20
16,21
16,22
15,23
14,24
12,24
11,23
10,23
11,21
13,24
15,27
14,30
15,28
15,29
15,30
15,31
15,32
15,33
14,33
13,33
11,34
12,33
10,33
8,32
7,30
6,30
5,28
5,29
7,31
9,33
11,33
6,26
6,27
8,26
7,26
9,26
10,26
12,26
13,26
14,26
11,26
16,31
16,34
16,32
16,33
16,35
17,35
18,36
19,37
20,38
21,38
21,37
20,35
19,35
19,34
21,36
19,33
17,31
18,32
49,89
50,90
50,91
51,92
51,91
50,93
49,94
48,94
48,95
49,95
50,95
50,94
50,96
50,97
46,97
47,98
50,100
50,101
51,103
50,102
51,101
51,102
48,90
49,91
48,91
52,93
52,94
52,95
20,13
21,13
22,13
23,13
24,13
25,13
26,13
27,13
32,18
32,19
32,20
32,21
32,23
32,22
32,25
32,24
32,26
32,27
32,29
32,30
32,28
32,31
32,32
32,34
32,33
22,23
23,23
24,23
25,23
26,23
27,23
28,23
30,23
29,23
31,23
33,34
32,35
33,35
33,36
33,37
34,37
33,28
36,28
34,28
35,28
38,28
37,28
39,28
40,28
57,37
57,38
57,39
57,40
57,41
57,42
56,43
57,44
57,43
44,69
45,69
45,68
46,68
46,67
47,67
47,66
48,66
48,64
49,65
48,65
49,64
50,63
49,63
50,64
22,74
23,74
24,74
26,74
27,74
25,74
28,74
29,74
31,74
30,74
34,74
27,70
27,71
27,69
27,72
27,73
32,74
33,74
35,74
36,72
35,73
37,70
37,71
14,90
15,90
13,90
16,90
18,90
19,90
17,90
21,90
20,90
22,90
23,90
24,90
25,90
27,75
27,76
27,77
27,79
27,78
27,80
27,81
27,82
27,83
26,84
27,85
27,84
27,86
27,87
27,88
27,89
27,90
27,91
27,92
27,93
27,94
27,95
27,96
27,97
27,98
27,99
27,100
27,101
27,102
26,90
41,87
40,87
42,87
38,87
37,87
39,87
35,87
34,87
36,87
33,87
31,87
30,87
32,87
28,87
29,87
36,75
36,76
36,79
36,77
36,78
36,80
36,81
36,83
36,82
36,84
36,85
36,86
36,89
36,88
36,90
36,91
36,92
36,93
36,94
36,95
36,96
19,103
21,103
22,103
24,103
25,103
26,103
23,103
20,103
13,40
13,41
13,42
13,43
13,45
13,47
13,44
13,46
13,48
13,49
13,50
13,52
13,51
